Data,Cidade,Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
25/10/2022,Cerejeiras - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,30,55,100,NW - NE,Fracos
26/10/2022,Cerejeiras - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,40,80,NW - N,Fracos
27/10/2022,Cerejeiras - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,40,80,NW - NE,Fracos
28/10/2022,Cerejeiras - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,40,80,N - NE,Fracos
29/10/2022,Cerejeiras - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,55,100,NW - N,Fracos
30/10/2022,Cerejeiras - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,33,50,95,NW,Fracos/Moderados
04/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,36,40,80,NW - NE,Fracos/Moderados
05/10/2022,Chapada dos Guimaraes - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,36,35,80,NW - N,Fracos/Moderados
06/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,36,40,80,NW - S,Fracos/Moderados
07/10/2022,Chapada dos Guimaraes - MT,Encoberto com chuva,Declinio,24,28,60,100,S,Fracos/Moderados
08/10/2022,Chapada dos Guimaraes - MT,Nublado com possibilidade de chuva,Estavel,22,33,50,95,NW - NE,Fracos
09/10/2022,Chapada dos Guimaraes - MT,Nublado a encoberto com chuva,Estavel,23,31,55,100,NW,Fracos/Moderados
10/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,50,95,NW,Fracos/Moderados
11/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,50,95,NW,Fracos/Moderados
12/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,31,50,100,NW,Fracos/Moderados
13/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,30,60,100,NW,Fracos/Moderados
14/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,22,30,60,100,NW,Fracos/Moderados
15/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,22,32,55,95,NW,Fracos/Moderados
16/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,22,32,55,95,NW,Fracos/Moderados
17/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,23,33,50,90,NW,Fracos/Moderados
18/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens,Estavel,24,35,35,80,NW,Fracos/Moderados
19/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens,Estavel,24,35,35,80,NW,Fracos/Moderados
20/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens,Estavel,24,36,35,80,NW,Fracos/Moderados
21/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens,Estavel,24,36,35,80,NW,Fracos/Moderados
22/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens,Estavel,26,35,25,70,NW,Fracos/Moderados
23/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens,Estavel,26,35,25,70,NW,Fracos/Moderados
24/10/2022,Chapada dos Guimaraes - MT,Poucas nuvens,Estavel,26,35,25,70,NW,Fracos/Moderados
25/10/2022,Chapada dos Guimaraes - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,35,80,N - NE,Fracos/Moderados
26/10/2022,Chapada dos Guimaraes - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,37,30,80,N - NE,Fracos/Moderados
27/10/2022,Chapada dos Guimaraes - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,25,37,25,70,NW - N,Fracos/Moderados
28/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,37,30,75,N - NE,Fracos/Moderados
29/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,36,30,80,NW - N,Fracos/Moderados
30/10/2022,Chapada dos Guimaraes - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,26,37,35,85,NW - N,Fracos/Moderados
04/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,33,55,95,SE - E,Fracos/Moderados
05/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,24,33,55,95,SE - E,Fracos/Moderados
06/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,24,33,55,95,SE - E,Fracos/Moderados
07/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,24,33,55,95,SE - E,Fracos/Moderados
08/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,24,33,55,95,SE - E,Fracos/Moderados
09/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,32,55,100,SE - E,Fracos/Moderados
10/10/2022,Chaves - PA,Poucas nuvens a nublado com chuva em areas isoladas a tarde e a noite,Declinio,25,31,60,95,SE - E,Fracos/Moderados
11/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
13/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
14/10/2022,Chaves - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
15/10/2022,Chaves - PA,Claro a nublado com pancadas de chuva e trovoadas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
16/10/2022,Chaves - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
17/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
18/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,25,32,60,100,E - NE,Fracos/Moderados
19/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,32,55,95,E - NE,Fracos/Moderados
20/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,95,E - NE,Fracos/Moderados
21/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,33,50,95,E - NE,Fracos/Moderados
22/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,33,50,95,E - NE,Fracos/Moderados
23/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,33,50,95,E - NE,Fracos/Moderados
24/10/2022,Chaves - PA,Poucas nuvens a nublado,Estavel,25,33,50,95,E - NE,Fracos/Moderados
25/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
26/10/2022,Chaves - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde,Estavel,26,31,60,100,E - NE,Fracos/Moderados
27/10/2022,Chaves - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,26,31,60,100,E - NE,Fracos/Moderados
28/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
29/10/2022,Chaves - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
30/10/2022,Chaves - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
31/10/2022,Chaves - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,26,32,60,100,E - NE,Fracos/Moderados
04/10/2022,Chupinguaia - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,21,31,40,95,NW - N,Fracos
05/10/2022,Chupinguaia - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,21,33,40,95,NW - N,Fracos/Moderados
06/10/2022,Chupinguaia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,33,45,95,NW - N,Fracos/Moderados
07/10/2022,Chupinguaia - RO,Encoberto com chuva,Declinio,21,26,60,100,SE,Fracos/Moderados
08/10/2022,Chupinguaia - RO,Nublado a encoberto com chuva,Estavel,20,28,60,100,E - NE,Fracos/Moderados
09/10/2022,Chupinguaia - RO,Nublado com pancadas de chuva e trovoadas,Estavel,21,30,50,95,W - SW,Fracos
10/10/2022,Chupinguaia - RO,Nublado com pancadas de chuva e trovoadas,Estavel,21,29,50,95,W - SW,Fracos
11/10/2022,Chupinguaia - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,50,95,NE,Fracos
12/10/2022,Chupinguaia - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,50,95,NE,Fracos
13/10/2022,Chupinguaia - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,NE,Fracos
14/10/2022,Chupinguaia - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,NE,Fracos
15/10/2022,Chupinguaia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a qualquer hora do dia,Estavel,22,32,60,100,NE,Fracos
16/10/2022,Chupinguaia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,60,100,NE,Fracos
17/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,24,34,55,95,NE,Fracos
18/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
19/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
20/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,90,NE,Fracos
21/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,90,NE,Fracos
22/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
23/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
24/10/2022,Chupinguaia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
25/10/2022,Chupinguaia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,21,28,55,100,NW - NE,Fracos
26/10/2022,Chupinguaia - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,21,31,40,80,NW - N,Fracos
27/10/2022,Chupinguaia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,32,40,80,NW - NE,Fracos
28/10/2022,Chupinguaia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,32,40,80,N - NE,Fracos
29/10/2022,Chupinguaia - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,55,100,NW - N,Fracos
30/10/2022,Chupinguaia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,21,31,50,95,NW,Fracos/Moderados
04/10/2022,Coari - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,50,90,NW - NE,Fracos/Moderados
05/10/2022,Coari - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,50,90,N - NE,Fracos/Moderados
06/10/2022,Coari - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,45,90,N - NE,Fracos/Moderados
07/10/2022,Coari - AM,Poucas nuvens a parcialmente nublado,Estavel,24,35,45,95,N - NE,Fracos
08/10/2022,Coari - AM,Parcialmente nublado com chuva em areas isoladas,Estavel,24,34,50,95,NW - NE,Fracos
09/10/2022,Coari - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,45,95,NW - NE,Fracos
10/10/2022,Coari - AM,Poucas nuvens a nublado com chuva em areas isoladas,Estavel,24,34,50,95,NW - W,Fracos
11/10/2022,Coari - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,33,55,95,N - NE,Fracos/Moderados
12/10/2022,Coari - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,32,60,95,N - NE,Fracos/Moderados
13/10/2022,Coari - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,32,60,95,N - NE,Fracos
14/10/2022,Coari - AM,Parcialmente nublado a nublado com chuva,Estavel,23,31,65,95,SE - NE,Fracos
15/10/2022,Coari - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,70,100,SE - NE,Fracos/Moderados
16/10/2022,Coari - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
17/10/2022,Coari - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,31,65,100,NW - NE,Fracos/Moderados
18/10/2022,Coari - AM,Parcialmente nublado a nublado com chuva,Estavel,23,31,65,100,N - NE,Fracos/Moderados
19/10/2022,Coari - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,22,30,70,100,N - NE,Fracos/Moderados
20/10/2022,Coari - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,NW - NE,Fracos/Moderados
21/10/2022,Coari - AM,Parcialmente nublado a nublado com chuva,Estavel,24,32,60,95,N - NE,Fracos
22/10/2022,Coari - AM,Nublado a parcialmente nublado com chuva,Estavel,24,31,65,95,SW - SE,Fracos
23/10/2022,Coari - AM,Nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,70,100,S - SE,Moderados/Fracos
26/10/2022,Coari - AM,Parcialmente nublado a nublado com chuva,Estavel,23,33,55,95,NE - SE,Fracos
27/10/2022,Coari - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,23,32,60,95,NE - SE,Fracos
28/10/2022,Coari - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,30,70,100,NE - SE,Fracos/Moderados
29/10/2022,Coari - AM,Parcialmente nublado a nublado com chuva,Estavel,23,31,65,95,NE - SE,Fracos
04/10/2022,Codajas - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,50,90,NW - NE,Fracos/Moderados
05/10/2022,Codajas - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,50,90,N - NE,Fracos/Moderados
06/10/2022,Codajas - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,45,90,N - NE,Fracos/Moderados
07/10/2022,Codajas - AM,Poucas nuvens a parcialmente nublado,Estavel,24,35,45,95,N - NE,Fracos
08/10/2022,Codajas - AM,Parcialmente nublado com chuva em areas isoladas,Estavel,24,34,50,95,NW - NE,Fracos
09/10/2022,Codajas - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,45,95,NW - NE,Fracos
10/10/2022,Codajas - AM,Poucas nuvens a nublado com chuva em areas isoladas,Estavel,24,34,50,95,NW - W,Fracos
11/10/2022,Codajas - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,33,55,95,N - NE,Fracos/Moderados
12/10/2022,Codajas - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,32,60,95,N - NE,Fracos/Moderados
13/10/2022,Codajas - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,32,60,95,N - NE,Fracos
14/10/2022,Codajas - AM,Parcialmente nublado a nublado com chuva,Estavel,23,31,65,95,SE - NE,Fracos
15/10/2022,Codajas - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,70,100,SE - NE,Fracos/Moderados
16/10/2022,Codajas - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
17/10/2022,Codajas - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,31,65,100,NW - NE,Fracos/Moderados
18/10/2022,Codajas - AM,Parcialmente nublado a nublado com chuva,Estavel,23,31,65,100,N - NE,Fracos/Moderados
19/10/2022,Codajas - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,22,30,70,100,N - NE,Fracos/Moderados
20/10/2022,Codajas - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,NW - NE,Fracos/Moderados
21/10/2022,Codajas - AM,Parcialmente nublado a nublado com chuva,Estavel,24,32,60,95,N - NE,Fracos
22/10/2022,Codajas - AM,Nublado a parcialmente nublado com chuva,Estavel,24,31,65,95,SW - SE,Fracos
23/10/2022,Codajas - AM,Nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,70,100,S - SE,Moderados/Fracos
26/10/2022,Codajas - AM,Parcialmente nublado a nublado com chuva,Estavel,23,33,55,95,NE - SE,Fracos
27/10/2022,Codajas - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,23,32,60,95,NE - SE,Fracos
28/10/2022,Codajas - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,30,70,100,NE - SE,Fracos/Moderados
29/10/2022,Codajas - AM,Parcialmente nublado a nublado com chuva,Estavel,23,31,65,95,NE - SE,Fracos
04/10/2022,Colares - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
05/10/2022,Colares - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
06/10/2022,Colares - PA,Claro a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,SE - E,Fracos/Moderados
07/10/2022,Colares - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
08/10/2022,Colares - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
09/10/2022,Colares - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,32,60,100,SE - E,Fracos/Moderados
10/10/2022,Colares - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,34,50,95,SE - NE,Fracos/Moderados
11/10/2022,Colares - PA,Poucas nuvens a nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
13/10/2022,Colares - PA,Poucas nuvens a nublado,Estavel,25,32,65,100,E - NE,Fracos/Moderados
14/10/2022,Colares - PA,Claro a parcialmente nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
15/10/2022,Colares - PA,Claro a parcialmente nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
16/10/2022,Colares - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
17/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
18/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
19/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
20/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
21/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,95,E - NE,Fracos/Moderados
22/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
23/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
24/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
25/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
26/10/2022,Colares - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
27/10/2022,Colares - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
28/10/2022,Colares - PA,Poucas nuvens a nublado,Estavel,25,32,65,90,E - NE,Fracos/Moderados
29/10/2022,Colares - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
30/10/2022,Colares - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
31/10/2022,Colares - PA,Poucas nuvens a nublado,Estavel,25,32,65,90,E - NE,Fracos/Moderados
04/10/2022,Colorado do Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,40,95,NW - N,Fracos
05/10/2022,Colorado do Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,35,40,95,NW - N,Fracos/Moderados
06/10/2022,Colorado do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,35,45,95,NW - N,Fracos/Moderados
07/10/2022,Colorado do Oeste - RO,Encoberto com chuva,Declinio,22,28,60,100,SE,Fracos/Moderados
08/10/2022,Colorado do Oeste - RO,Nublado a encoberto com chuva,Estavel,21,30,60,100,E - NE,Fracos/Moderados
09/10/2022,Colorado do Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,32,50,95,W - SW,Fracos
10/10/2022,Colorado do Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,50,95,W - SW,Fracos
11/10/2022,Colorado do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,50,95,NE,Fracos
12/10/2022,Colorado do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,50,95,NE,Fracos
13/10/2022,Colorado do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,NE,Fracos
14/10/2022,Colorado do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,NE,Fracos
15/10/2022,Colorado do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a qualquer hora do dia,Estavel,22,32,60,100,NE,Fracos
16/10/2022,Colorado do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,60,100,NE,Fracos
17/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,24,34,55,95,NE,Fracos
18/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
19/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
20/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,90,NE,Fracos
21/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,90,NE,Fracos
22/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
23/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
24/10/2022,Colorado do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
25/10/2022,Colorado do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,30,55,100,NW - NE,Fracos
26/10/2022,Colorado do Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,40,80,NW - N,Fracos
27/10/2022,Colorado do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,40,80,NW - NE,Fracos
28/10/2022,Colorado do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,40,80,N - NE,Fracos
29/10/2022,Colorado do Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,55,100,NW - N,Fracos
